locus_tag	ftype	length_bp	gene	EC_number	COG	product
CKJNFLKG_01356	CDS	477	cheD	3.5.1.44	COG1871	Chemoreceptor glutamine deamidase CheD
CKJNFLKG_01357	CDS	942	pleD			Response regulator PleD
CKJNFLKG_01358	CDS	2067	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
CKJNFLKG_01359	CDS	444				hypothetical protein
CKJNFLKG_01360	CDS	1629	nfdA	3.5.1.91		N-substituted formamide deformylase
CKJNFLKG_01361	CDS	1749	rqcH		COG1293	Rqc2 RqcH
CKJNFLKG_01362	CDS	879				hypothetical protein
CKJNFLKG_01363	CDS	273	remA		COG2052	Extracellular matrix regulatory protein A
CKJNFLKG_01364	CDS	633	gmk_1	2.7.4.8	COG0194	Guanylate kinase
CKJNFLKG_01365	CDS	261	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
CKJNFLKG_01366	CDS	1341	rimO_1	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
CKJNFLKG_01367	CDS	543	pgsA_1	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
CKJNFLKG_01368	CDS	1281	cinA_1		COG1058	Putative competence-damage inducible protein
CKJNFLKG_01369	CDS	924				hypothetical protein
CKJNFLKG_01370	CDS	333				hypothetical protein
CKJNFLKG_01371	CDS	159				hypothetical protein
CKJNFLKG_01372	CDS	255				hypothetical protein
CKJNFLKG_01373	CDS	1695				hypothetical protein
CKJNFLKG_01374	CDS	843	aprX	3.4.21.-	COG1404	Serine protease AprX
CKJNFLKG_01375	CDS	1389		2.3.3.3	COG0119	Citrate (Re)-synthase
CKJNFLKG_01376	CDS	678	rspR_1		COG1802	HTH-type transcriptional repressor RspR
CKJNFLKG_01377	CDS	1212	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
CKJNFLKG_01378	CDS	651				hypothetical protein
CKJNFLKG_01379	CDS	900	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CKJNFLKG_01380	CDS	798				hypothetical protein
CKJNFLKG_01381	CDS	1908	ettA_2		COG0488	Energy-dependent translational throttle protein EttA
CKJNFLKG_01382	CDS	645	rex1		COG2344	Redox-sensing transcriptional repressor Rex 1
CKJNFLKG_01383	CDS	1503	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
CKJNFLKG_01384	CDS	1140	alr1	5.1.1.1	COG0787	Alanine racemase 1
CKJNFLKG_01385	CDS	351	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
CKJNFLKG_01386	CDS	240				hypothetical protein
CKJNFLKG_01387	CDS	195				hypothetical protein
CKJNFLKG_01388	CDS	1290				hypothetical protein
CKJNFLKG_01389	CDS	1380				hypothetical protein
CKJNFLKG_01390	CDS	729	pmpR		COG0217	Transcriptional regulatory protein PmpR
CKJNFLKG_01391	CDS	705	tepA		COG0740	Translocation-enhancing protein TepA
CKJNFLKG_01392	CDS	876	uppP_1	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
CKJNFLKG_01393	CDS	2535	ftsK			DNA translocase FtsK
CKJNFLKG_01394	CDS	1128				hypothetical protein
CKJNFLKG_01395	CDS	888			COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit 
CKJNFLKG_01396	CDS	1395	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
CKJNFLKG_01397	CDS	696				hypothetical protein
CKJNFLKG_01398	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
CKJNFLKG_01399	CDS	558				hypothetical protein
CKJNFLKG_01400	CDS	159				hypothetical protein
CKJNFLKG_01401	CDS	924	nadE_1	6.3.5.1		Glutamine-dependent NAD(+) synthetase
CKJNFLKG_01402	CDS	267				hypothetical protein
CKJNFLKG_01403	CDS	921	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
CKJNFLKG_01404	CDS	333				hypothetical protein
CKJNFLKG_01405	CDS	534				hypothetical protein
CKJNFLKG_01406	CDS	108				hypothetical protein
CKJNFLKG_01407	CDS	390	blaI_2		COG3682	Penicillinase repressor
CKJNFLKG_01408	CDS	723				hypothetical protein
CKJNFLKG_01409	CDS	903				hypothetical protein
CKJNFLKG_01410	CDS	990				hypothetical protein
CKJNFLKG_01411	CDS	510				hypothetical protein
CKJNFLKG_01412	CDS	471				hypothetical protein
CKJNFLKG_01413	CDS	705	polC_1	2.7.7.7		DNA polymerase III PolC-type
CKJNFLKG_01414	CDS	780				hypothetical protein
CKJNFLKG_01415	CDS	603				hypothetical protein
CKJNFLKG_01416	CDS	2109	ydfJ		COG2409	Membrane protein YdfJ
CKJNFLKG_01417	CDS	2712				hypothetical protein
CKJNFLKG_01418	CDS	195				hypothetical protein
CKJNFLKG_01419	CDS	1290				hypothetical protein
CKJNFLKG_01420	CDS	426				hypothetical protein
CKJNFLKG_01421	CDS	276				hypothetical protein
CKJNFLKG_01422	CDS	1233				hypothetical protein
CKJNFLKG_01423	CDS	405				hypothetical protein
CKJNFLKG_01424	CDS	2190	agaSK_1			Bifunctional alpha-galactosidase/sucrose kinase AgaSK
CKJNFLKG_01425	CDS	1011	cytR_1		COG1609	HTH-type transcriptional repressor CytR
CKJNFLKG_01426	CDS	1368				hypothetical protein
CKJNFLKG_01427	CDS	1002				hypothetical protein
CKJNFLKG_01428	CDS	852	araQ_8		COG0395	L-arabinose transport system permease protein AraQ
CKJNFLKG_01429	CDS	1023		2.4.1.319	COG2152	Beta-1,4-mannooligosaccharide phosphorylase
CKJNFLKG_01430	CDS	1215	ce-ne1	5.1.3.11	COG2942	Cellobiose 2-epimerase
CKJNFLKG_01431	CDS	1170		2.4.1.281	COG2152	4-O-beta-D-mannosyl-D-glucose phosphorylase
CKJNFLKG_01432	CDS	651				hypothetical protein
CKJNFLKG_01433	CDS	606				hypothetical protein
CKJNFLKG_01434	CDS	1725	pgcA_3	5.4.2.2		Phosphoglucomutase
CKJNFLKG_01435	CDS	1854	nagK_1	2.7.1.59		N-acetyl-D-glucosamine kinase
CKJNFLKG_01436	CDS	3363				hypothetical protein
CKJNFLKG_01437	CDS	906	yofA_1		COG0583	HTH-type transcriptional regulator YofA
CKJNFLKG_01438	CDS	1023	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
CKJNFLKG_01439	CDS	480				hypothetical protein
CKJNFLKG_01440	CDS	1545	amiD	3.5.1.4	COG0154	Putative amidase AmiD
CKJNFLKG_01441	CDS	234				hypothetical protein
CKJNFLKG_01442	CDS	2139	vanT-G			membrane-bound serine racemase VanT-G
CKJNFLKG_01443	CDS	786	vanY	3.4.17.-		D-alanyl-D-alanine carboxypeptidase
CKJNFLKG_01444	CDS	1053	vanC	6.3.2.-	COG1181	Vancomycin C-type resistance protein VanC
CKJNFLKG_01445	CDS	825	vanW		COG2720	Vancomycin B-type resistance protein VanW
CKJNFLKG_01446	CDS	1134	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
CKJNFLKG_01447	CDS	696	walR_4		COG0745	Transcriptional regulatory protein WalR
CKJNFLKG_01448	CDS	390				hypothetical protein
CKJNFLKG_01449	CDS	258				hypothetical protein
CKJNFLKG_01450	CDS	1260				hypothetical protein
CKJNFLKG_01451	CDS	1242				hypothetical protein
CKJNFLKG_01452	CDS	504				hypothetical protein
CKJNFLKG_01453	CDS	762				hypothetical protein
CKJNFLKG_01454	CDS	1077	rhaR_6			HTH-type transcriptional activator RhaR
CKJNFLKG_01455	CDS	1377	xylP_4			Isoprimeverose transporter
CKJNFLKG_01456	CDS	2457		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
CKJNFLKG_01457	CDS	825				hypothetical protein
CKJNFLKG_01458	CDS	693	walR_5		COG0745	Transcriptional regulatory protein WalR
CKJNFLKG_01459	CDS	921	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
CKJNFLKG_01460	CDS	675	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
CKJNFLKG_01461	CDS	2505				hypothetical protein
CKJNFLKG_01462	CDS	1335	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
CKJNFLKG_01463	CDS	1230				hypothetical protein
CKJNFLKG_01464	CDS	1380				hypothetical protein
CKJNFLKG_01465	CDS	432				hypothetical protein
CKJNFLKG_01466	CDS	162				hypothetical protein
CKJNFLKG_01467	CDS	312				hypothetical protein
CKJNFLKG_01468	CDS	825	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
CKJNFLKG_01469	CDS	912				hypothetical protein
CKJNFLKG_01470	CDS	624	menG	2.1.1.163		Demethylmenaquinone methyltransferase
CKJNFLKG_01471	CDS	426	polC_2	2.7.7.7		DNA polymerase III PolC-type
CKJNFLKG_01472	CDS	1008			COG1702	PhoH-like protein
CKJNFLKG_01473	CDS	219				hypothetical protein
CKJNFLKG_01474	CDS	495	ybeY	3.1.-.-		Endoribonuclease YbeY
CKJNFLKG_01475	CDS	1248				hypothetical protein
CKJNFLKG_01476	CDS	492				hypothetical protein
CKJNFLKG_01477	CDS	843	proB	2.7.2.11		Glutamate 5-kinase
CKJNFLKG_01478	CDS	222				hypothetical protein
CKJNFLKG_01479	CDS	1458	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
CKJNFLKG_01480	CDS	2676	mutS_1		COG0249	DNA mismatch repair protein MutS
CKJNFLKG_01481	CDS	2181	mutL			DNA mismatch repair protein MutL
CKJNFLKG_01482	CDS	945	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
CKJNFLKG_01483	CDS	1299				hypothetical protein
CKJNFLKG_01484	CDS	1200	baiN_1	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
CKJNFLKG_01485	CDS	1593				hypothetical protein
CKJNFLKG_01486	CDS	699				hypothetical protein
CKJNFLKG_01487	CDS	993	mreB		COG1077	Cell shape-determining protein MreB
CKJNFLKG_01488	CDS	858	mreC		COG1792	Cell shape-determining protein MreC
CKJNFLKG_01489	CDS	534				hypothetical protein
CKJNFLKG_01490	CDS	2895	mrdA	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
CKJNFLKG_01491	CDS	789	minD_1		COG2894	Septum site-determining protein MinD
CKJNFLKG_01492	CDS	252	minE			Cell division topological specificity factor
CKJNFLKG_01493	CDS	1131	mrdB_1	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
CKJNFLKG_01494	CDS	396	mgsA_2	4.2.3.3	COG1803	Methylglyoxal synthase
CKJNFLKG_01495	CDS	1050				hypothetical protein
CKJNFLKG_01496	CDS	426				hypothetical protein
CKJNFLKG_01497	CDS	213				hypothetical protein
CKJNFLKG_01498	CDS	1467				hypothetical protein
CKJNFLKG_01499	CDS	696			COG0325	Pyridoxal phosphate homeostasis protein
CKJNFLKG_01500	CDS	597	sepF			Cell division protein SepF
CKJNFLKG_01501	CDS	753				hypothetical protein
CKJNFLKG_01502	CDS	1092	aroB_1	4.2.3.4	COG0337	3-dehydroquinate synthase
CKJNFLKG_01503	CDS	522	lspA	3.4.23.36		Lipoprotein signal peptidase
CKJNFLKG_01504	CDS	915	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
CKJNFLKG_01505	CDS	642	cmk_3	2.7.4.25		Cytidylate kinase
CKJNFLKG_01506	CDS	579				IS3 family transposase ISEfa10
CKJNFLKG_01507	CDS	819				IS3 family transposase ISEfa10
CKJNFLKG_01508	CDS	729	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
CKJNFLKG_01509	CDS	1299				hypothetical protein
CKJNFLKG_01510	CDS	450	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
CKJNFLKG_01511	CDS	2523				hypothetical protein
CKJNFLKG_01512	CDS	489				hypothetical protein
CKJNFLKG_01513	CDS	573				IS3 family transposase ISEfa10
CKJNFLKG_01514	CDS	678	cseB		COG0745	Transcriptional regulatory protein CseB
CKJNFLKG_01515	CDS	1131	sasA_8	2.7.-.-		Adaptive-response sensory-kinase SasA
CKJNFLKG_01516	CDS	675			COG1136	putative ABC transporter ATP-binding protein
CKJNFLKG_01517	CDS	2469				hypothetical protein
CKJNFLKG_01518	CDS	1353	mepA_5		COG0534	Multidrug export protein MepA
CKJNFLKG_01519	CDS	816				hypothetical protein
CKJNFLKG_01520	CDS	4347	cshB	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshB
CKJNFLKG_01521	CDS	621				hypothetical protein
CKJNFLKG_01522	CDS	990	sasA_9	2.7.-.-		Adaptive-response sensory-kinase SasA
CKJNFLKG_01523	CDS	687	regX3_2		COG0745	Sensory transduction protein regX3
CKJNFLKG_01524	CDS	900	hcaR_3			Hca operon transcriptional activator HcaR
CKJNFLKG_01525	CDS	747	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
CKJNFLKG_01526	CDS	444				hypothetical protein
CKJNFLKG_01527	CDS	564				hypothetical protein
CKJNFLKG_01528	CDS	1068	xerS		COG0582	Tyrosine recombinase XerS
CKJNFLKG_01529	CDS	372	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
CKJNFLKG_01530	CDS	423				hypothetical protein
CKJNFLKG_01531	CDS	930				hypothetical protein
CKJNFLKG_01532	CDS	864	rhaS_5			HTH-type transcriptional activator RhaS
CKJNFLKG_01533	CDS	1194				hypothetical protein
CKJNFLKG_01534	CDS	156				hypothetical protein
CKJNFLKG_01535	CDS	1299		3.1.4.-	COG2206	3'3'-cGAMP-specific phosphodiesterase 1
CKJNFLKG_01536	CDS	1167				hypothetical protein
CKJNFLKG_01537	CDS	1209				hypothetical protein
CKJNFLKG_01538	CDS	2037	bceB_1		COG0577	Bacitracin export permease protein BceB
CKJNFLKG_01539	CDS	768	bceA_1		COG1136	Bacitracin export ATP-binding protein BceA
CKJNFLKG_01540	CDS	1050	sasA_10	2.7.-.-		Adaptive-response sensory-kinase SasA
CKJNFLKG_01541	CDS	666	graR_2		COG0745	Response regulator protein GraR
CKJNFLKG_01542	CDS	1443	thi4	2.4.2.59		Thiamine thiazole synthase
CKJNFLKG_01543	CDS	561				hypothetical protein
CKJNFLKG_01544	CDS	570				hypothetical protein
CKJNFLKG_01545	CDS	915	cmpR_2			HTH-type transcriptional activator CmpR
CKJNFLKG_01546	CDS	2448	uvrA_1			UvrABC system protein A
CKJNFLKG_01547	CDS	1314	mepA_6			Multidrug export protein MepA
CKJNFLKG_01548	CDS	981				hypothetical protein
CKJNFLKG_01549	CDS	1524	expZ		COG0488	Nucleotide-binding protein ExpZ
CKJNFLKG_01550	CDS	894				hypothetical protein
CKJNFLKG_01551	CDS	1155	sasA_11	2.7.-.-		Adaptive-response sensory-kinase SasA
CKJNFLKG_01552	CDS	696	phoP_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
CKJNFLKG_01553	CDS	492				hypothetical protein
CKJNFLKG_01554	CDS	747				hypothetical protein
CKJNFLKG_01555	CDS	621				hypothetical protein
CKJNFLKG_01556	CDS	1254				hypothetical protein
CKJNFLKG_01557	CDS	879	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CKJNFLKG_01558	CDS	1218	sasA_12	2.7.-.-		Adaptive-response sensory-kinase SasA
CKJNFLKG_01559	CDS	675	walR_6		COG0745	Transcriptional regulatory protein WalR
CKJNFLKG_01560	CDS	894	lacX			Protein LacX, plasmid
CKJNFLKG_01561	CDS	1344	egsA	1.1.1.261	COG0371	Glycerol-1-phosphate dehydrogenase [NAD(P)+]
CKJNFLKG_01562	CDS	714				hypothetical protein
CKJNFLKG_01563	CDS	774	glcR		COG1349	HTH-type transcriptional repressor GlcR
CKJNFLKG_01564	CDS	1083	rbsR_1		COG1609	Ribose operon repressor
CKJNFLKG_01565	CDS	222				hypothetical protein
CKJNFLKG_01566	CDS	342	yneA			Cell division suppressor protein YneA
CKJNFLKG_01567	CDS	627	lexA_1	3.4.21.88	COG1974	LexA repressor
CKJNFLKG_01568	CDS	354	rsfS		COG0799	Ribosomal silencing factor RsfS
CKJNFLKG_01569	CDS	603				hypothetical protein
CKJNFLKG_01570	CDS	639	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
CKJNFLKG_01571	CDS	291	yhbY		COG1534	RNA-binding protein YhbY
CKJNFLKG_01572	CDS	1293	obg	3.6.5.-	COG0536	GTPase Obg
CKJNFLKG_01573	CDS	288	rpmA			50S ribosomal protein L27
CKJNFLKG_01574	CDS	333				hypothetical protein
CKJNFLKG_01575	CDS	306	rplU		COG0261	50S ribosomal protein L21
CKJNFLKG_01576	CDS	1008				hypothetical protein
CKJNFLKG_01577	CDS	492	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
CKJNFLKG_01578	CDS	1239	rng	3.1.26.-	COG1530	Ribonuclease G
CKJNFLKG_01579	CDS	708				hypothetical protein
CKJNFLKG_01580	CDS	1860				hypothetical protein
CKJNFLKG_01581	CDS	174				hypothetical protein
CKJNFLKG_01582	CDS	159				hypothetical protein
CKJNFLKG_01583	CDS	879	yitJ_1		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
CKJNFLKG_01584	CDS	639				hypothetical protein
CKJNFLKG_01585	CDS	1965	rsxC_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
CKJNFLKG_01586	CDS	195				hypothetical protein
CKJNFLKG_01587	CDS	423				hypothetical protein
CKJNFLKG_01588	CDS	207				hypothetical protein
CKJNFLKG_01589	CDS	459				hypothetical protein
CKJNFLKG_01590	CDS	411				hypothetical protein
CKJNFLKG_01591	CDS	102				hypothetical protein
CKJNFLKG_01592	CDS	264				hypothetical protein
CKJNFLKG_01593	CDS	195				hypothetical protein
CKJNFLKG_01594	CDS	522	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
CKJNFLKG_01595	CDS	744				hypothetical protein
CKJNFLKG_01596	CDS	735		3.6.3.-	COG1131	Fluoroquinolones export ATP-binding protein
CKJNFLKG_01597	CDS	744	racA			Chromosome-anchoring protein RacA
CKJNFLKG_01598	CDS	270				hypothetical protein
CKJNFLKG_01599	CDS	171				hypothetical protein
CKJNFLKG_01600	CDS	642	vat	2.3.1.-		Virginiamycin A acetyltransferase
CKJNFLKG_01601	CDS	117				hypothetical protein
CKJNFLKG_01602	CDS	165				hypothetical protein
CKJNFLKG_01603	CDS	432	yknY_3	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
CKJNFLKG_01604	CDS	123				hypothetical protein
CKJNFLKG_01605	CDS	2256	uvrA_2			UvrABC system protein A
CKJNFLKG_01606	CDS	828				hypothetical protein
CKJNFLKG_01607	CDS	990	nylB	3.5.1.46		6-aminohexanoate-dimer hydrolase
CKJNFLKG_01608	CDS	1512	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
CKJNFLKG_01609	CDS	1188	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
CKJNFLKG_01610	CDS	387				hypothetical protein
CKJNFLKG_01611	CDS	1350	yeeO_4		COG0534	putative FMN/FAD exporter YeeO
CKJNFLKG_01612	CDS	288				hypothetical protein
CKJNFLKG_01613	CDS	2373	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
CKJNFLKG_01614	CDS	912	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
CKJNFLKG_01615	CDS	915	rhaS_6			HTH-type transcriptional activator RhaS
CKJNFLKG_01616	CDS	261				hypothetical protein
CKJNFLKG_01617	CDS	174				hypothetical protein
CKJNFLKG_01618	CDS	159				hypothetical protein
CKJNFLKG_01619	CDS	831				hypothetical protein
CKJNFLKG_01620	CDS	189				hypothetical protein
CKJNFLKG_01621	CDS	921				hypothetical protein
CKJNFLKG_01622	CDS	459	eutQ		COG4766	Ethanolamine utilization protein EutQ
CKJNFLKG_01623	CDS	1092				hypothetical protein
CKJNFLKG_01624	CDS	276	ccmL			Carbon dioxide concentrating mechanism protein CcmL
CKJNFLKG_01625	CDS	681				hypothetical protein
CKJNFLKG_01626	CDS	624	pduL_1	2.3.1.222	COG4869	Phosphate propanoyltransferase
CKJNFLKG_01627	CDS	597				hypothetical protein
CKJNFLKG_01628	CDS	318	pduA		COG4577	Propanediol utilization protein PduA
CKJNFLKG_01629	CDS	1479	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
CKJNFLKG_01630	CDS	657	eutL		COG4816	Ethanolamine utilization protein EutL
CKJNFLKG_01631	CDS	906	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
CKJNFLKG_01632	CDS	1368	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
CKJNFLKG_01633	CDS	1431				hypothetical protein
CKJNFLKG_01634	CDS	444	pduV		COG4917	Propanediol utilization protein PduV
CKJNFLKG_01635	CDS	351	pduU		COG4810	Propanediol utilization protein PduU
CKJNFLKG_01636	CDS	1143	adhE_2		COG1012	Aldehyde-alcohol dehydrogenase
CKJNFLKG_01637	CDS	468	hndA	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
CKJNFLKG_01638	CDS	1236				hypothetical protein
CKJNFLKG_01639	CDS	1905	bceB_2		COG0577	Bacitracin export permease protein BceB
CKJNFLKG_01640	CDS	756	bceA_2		COG1136	Bacitracin export ATP-binding protein BceA
CKJNFLKG_01641	CDS	1083	graS_1	2.7.13.3		Sensor histidine kinase GraS
CKJNFLKG_01642	CDS	672	graR_3		COG0745	Response regulator protein GraR
CKJNFLKG_01643	CDS	771	minD_2		COG2894	Septum site-determining protein MinD
CKJNFLKG_01644	CDS	597				hypothetical protein
CKJNFLKG_01645	CDS	1674	rnjA_1	3.1.-.-	COG0595	Ribonuclease J1
CKJNFLKG_01646	CDS	537	recU	3.1.22.4		Holliday junction resolvase RecU
CKJNFLKG_01647	CDS	540	sipP	3.4.21.89		Signal peptidase I P
CKJNFLKG_01648	CDS	972	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
CKJNFLKG_01649	CDS	615				hypothetical protein
CKJNFLKG_01650	CDS	759				hypothetical protein
CKJNFLKG_01651	CDS	1899				hypothetical protein
CKJNFLKG_01652	CDS	678		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
CKJNFLKG_01653	CDS	717	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
CKJNFLKG_01654	CDS	1359	rsmF_1	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
CKJNFLKG_01655	CDS	819				hypothetical protein
CKJNFLKG_01656	CDS	750				hypothetical protein
CKJNFLKG_01657	CDS	1449	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
CKJNFLKG_01658	CDS	315				hypothetical protein
CKJNFLKG_01659	CDS	954	ylbJ		COG3314	Sporulation integral membrane protein YlbJ
CKJNFLKG_01660	CDS	624				hypothetical protein
CKJNFLKG_01661	CDS	492	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
CKJNFLKG_01662	CDS	552	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
CKJNFLKG_01663	CDS	393	mgsA_3	4.2.3.3	COG1803	Methylglyoxal synthase
CKJNFLKG_01664	CDS	246				hypothetical protein
CKJNFLKG_01665	CDS	420				hypothetical protein
CKJNFLKG_01666	CDS	3798	smc_2			Chromosome partition protein Smc
CKJNFLKG_01667	CDS	2058	recG	3.6.4.12		ATP-dependent DNA helicase RecG
CKJNFLKG_01668	CDS	1650				putative protein
CKJNFLKG_01669	CDS	357				putative protein
CKJNFLKG_01670	CDS	189	rpmB		COG0227	50S ribosomal protein L28
CKJNFLKG_01671	CDS	435				hypothetical protein
CKJNFLKG_01672	CDS	1056				hypothetical protein
CKJNFLKG_01673	CDS	339				hypothetical protein
CKJNFLKG_01674	CDS	1533		2.7.4.-	COG2326	Polyphosphate:AMP phosphotransferase
CKJNFLKG_01675	CDS	453	ndx1	3.6.1.61	COG0494	Diadenosine hexaphosphate hydrolase
CKJNFLKG_01676	CDS	1434	pbpA		COG0768	Penicillin-binding protein A
CKJNFLKG_01677	CDS	1392	mrdB_2	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
CKJNFLKG_01678	CDS	2199				hypothetical protein
CKJNFLKG_01679	CDS	408				hypothetical protein
CKJNFLKG_01680	CDS	1005	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
CKJNFLKG_01681	CDS	618	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
CKJNFLKG_01682	CDS	492				hypothetical protein
CKJNFLKG_01683	CDS	330				hypothetical protein
CKJNFLKG_01684	CDS	1002	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
CKJNFLKG_01685	CDS	789	rnfB_2	7.2.1.2	COG2878	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit B
CKJNFLKG_01686	CDS	582	rnfA	7.2.1.2	COG4657	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit A
CKJNFLKG_01687	CDS	702	rsxE	7.-.-.-		Ion-translocating oxidoreductase complex subunit E
CKJNFLKG_01688	CDS	615	rnfG	7.2.1.2	COG4659	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit G
CKJNFLKG_01689	CDS	960	rnfD	7.2.1.2	COG4658	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D
CKJNFLKG_01690	CDS	1323	rnfC	7.2.1.2	COG4656	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C
CKJNFLKG_01691	CDS	900				hypothetical protein
CKJNFLKG_01692	CDS	1227				hypothetical protein
